predictor,coefficient,pvalue,standard error,0.025,0.975,abs
solvency_log2,-0.355097917574143,4.09494738829868E-32,0.028429151429208,-0.410926316442456,-0.29926951870583,0.355097917574143
credit_card_days,0.293190022111411,2.40336422401252E-19,0.0315378290133,0.231256886260362,0.355123157962461,0.293190022111411
age_log2,0.2335666078759,7.06094254188105E-13,0.031855535427591,0.17100956875907,0.29612364699273,0.2335666078759
secured_loan_log2,0.204272114809136,1.61965834394407E-11,0.029760122866378,0.145829990221231,0.26271423939704,0.204272114809136
finance_year_log2,-0.18620374977975,3.82141540188139E-10,0.029261650426661,-0.243666987668954,-0.128740511890546,0.18620374977975
giro_days,0.166023947425919,5.16435127409493E-08,0.030114165623087,0.106886563245509,0.225161331606329,0.166023947425919
relocation_log2,-0.125619365238043,4.96512447368517E-06,0.027269794923462,-0.179171051148724,-0.072067679327363,0.125619365238043
credit_card_**2,-0.11880498108464,0.000154196389023,0.031202335267408,-0.18007928338907,-0.057530678780211,0.11880498108464
credit_days_**3,-0.108753396551644,0.00070524385446,0.031943633002148,-0.17148343930328,-0.046023353800008,0.108753396551644
global_credit_log2,0.089978900506432,0.000535149512421,0.025851400790788,0.039212618640911,0.140745182371953,0.089978900506432
monthlyIncome,0.069917171973911,0.016847705376918,0.029175210250021,0.0126236829663,0.127210660981522,0.069917171973911
telecom,-0.063720642457303,0.011416342407076,0.025114453556471,-0.113039727270713,-0.014401557643893,0.063720642457303
business_relation_log2,-0.050699323021403,0.042583458614933,0.024951266066166,-0.099697944653851,-0.001700701388954,0.050699323021403
banking_connection_**3,0.044989718390908,0.079106650941684,0.02558021267249,-0.005244011580675,0.09522344836249,0.044989718390908
conditions_log2,-0.03781638101483,0.175719200178055,0.027896564841023,-0.09259890074211,0.01696613871245,0.03781638101483
identity_**3,-0.033030010787434,0.265339046741067,0.029627013156536,-0.091210738126362,0.025150716551493,0.033030010787434
female,0.020805438915314,0.779146882237609,0.07415889078447,-0.124825785592269,0.166436663422897,0.020805438915314
east,-0.013836252579243,0.774480089440701,0.048269818817145,-0.10862721758343,0.080954712424944,0.013836252579243
unsecured_loan_**3,0.012094633608739,0.687943861638948,0.030098589482588,-0.04701216256813,0.071201429785609,0.012094633608739
const,0.009670638260228,0.881870035696837,0.065052098782437,-0.118076914356327,0.137418190876784,0.009670638260228
mailOrder,-0.008809777607262,0.893816001718014,0.065975211083813,-0.13837011320082,0.120750557986295,0.008809777607262
giro_**3,-0.003156408647085,0.913546683866048,0.029061840148049,-0.060227264513908,0.053914447219739,0.003156408647085
